time,x,y,z,gforce
0.0120,-0.0636,0.0315,1.0423,1.045
0.0130,-0.0632,0.0266,1.0374,1.040
0.0140,-0.0612,0.0334,1.0257,1.028
0.0140,-0.0524,0.0359,1.0199,1.022
0.0150,-0.0514,0.0339,1.0213,1.023
0.0150,-0.0387,0.0305,1.0018,1.003
0.0160,-0.0299,0.0334,1.0106,1.012
0.0210,-0.0285,0.0305,1.0111,1.012
0.0220,-0.0241,0.0295,1.0003,1.001
0.0310,-0.0202,0.0305,1.0003,1.001
0.0320,-0.0221,0.0344,0.9964,0.997
0.0370,-0.0270,0.0315,0.9949,0.996
0.0410,-0.0226,0.0310,0.9925,0.993
0.0440,-0.0275,0.0300,0.9886,0.989
0.0480,-0.0270,0.0349,0.9881,0.989
0.0530,-0.0314,0.0363,0.9700,0.971
0.0570,-0.0314,0.0373,0.9769,0.978
0.0620,-0.0265,0.0451,0.9705,0.972
0.0660,-0.0324,0.0393,0.9695,0.971
0.0710,-0.0289,0.0359,0.9749,0.976
0.0750,-0.0280,0.0383,0.9705,0.972
0.0790,-0.0309,0.0422,0.9661,0.968
0.0840,-0.0246,0.0398,0.9627,0.964
0.0900,-0.0270,0.0422,0.9681,0.969
0.0930,-0.0211,0.0451,0.9558,0.957
0.0970,-0.0285,0.0373,0.9612,0.962
0.1030,-0.0250,0.0373,0.9563,0.957
0.1170,-0.0289,0.0398,0.9612,0.962
0.1180,-0.0363,0.0466,0.9558,0.958
0.1200,-0.0324,0.0500,0.9568,0.959
0.1210,-0.0343,0.0354,0.9490,0.950
0.1240,-0.0338,0.0437,0.9466,0.948
0.1360,-0.0260,0.0383,0.9573,0.958
0.1370,-0.0275,0.0412,0.9583,0.960
0.1380,-0.0192,0.0456,0.9637,0.965
0.1670,-0.0231,0.0402,0.9598,0.961
0.1720,-0.0231,0.0407,0.9519,0.953
0.1720,-0.0153,0.0310,0.9666,0.967
0.1730,-0.0104,0.0329,0.9588,0.959
0.1750,-0.0118,0.0290,0.9666,0.967
0.1760,-0.0084,0.0388,0.9607,0.962
0.1770,-0.0045,0.0310,0.9754,0.976
0.1770,-0.0070,0.0363,0.9739,0.975
0.1780,-0.0109,0.0339,0.9827,0.983
0.1850,-0.0143,0.0300,0.9803,0.981
0.1850,-0.0148,0.0300,1.0028,1.003
0.1910,-0.0118,0.0324,1.0028,1.003
0.1930,-0.0123,0.0388,1.0120,1.013
0.1970,-0.0143,0.0295,1.0194,1.020
0.2040,-0.0162,0.0300,1.0296,1.030
0.2060,-0.0192,0.0261,1.0257,1.026
0.2110,-0.0299,0.0310,1.0287,1.030
0.2140,-0.0348,0.0359,1.0267,1.028
0.2200,-0.0348,0.0422,1.0208,1.022
0.2230,-0.0377,0.0417,1.0164,1.018
0.2270,-0.0417,0.0398,1.0067,1.008
0.2330,-0.0368,0.0378,1.0037,1.005
0.2360,-0.0358,0.0393,1.0135,1.015
0.2410,-0.0304,0.0412,0.9974,0.999
0.2450,-0.0275,0.0432,1.0052,1.006
0.2500,-0.0275,0.0383,0.9905,0.992
0.2610,-0.0250,0.0383,0.9896,0.991
0.2620,-0.0226,0.0432,0.9788,0.980
0.2630,-0.0265,0.0383,0.9769,0.978
0.2680,-0.0226,0.0407,0.9783,0.979
0.2750,-0.0216,0.0437,0.9813,0.982
0.2780,-0.0182,0.0476,0.9710,0.972
0.2820,-0.0202,0.0461,0.9710,0.972
0.2890,-0.0236,0.0486,0.9666,0.968
0.2910,-0.0285,0.0486,0.9676,0.969
0.2930,-0.0309,0.0564,0.9715,0.974
0.2980,-0.0417,0.0486,0.9558,0.958
0.3020,-0.0431,0.0573,0.9593,0.962
0.3060,-0.0446,0.0598,0.9681,0.971
0.3110,-0.0363,0.0554,0.9583,0.961
0.3150,-0.0417,0.0559,0.9578,0.960
0.3190,-0.0397,0.0578,0.9607,0.963
0.3230,-0.0343,0.0588,0.9583,0.961
0.3280,-0.0353,0.0539,0.9700,0.972
0.3350,-0.0343,0.0578,0.9681,0.970
0.3370,-0.0363,0.0530,0.9632,0.965
0.3420,-0.0358,0.0520,0.9622,0.964
0.3460,-0.0353,0.0481,0.9651,0.967
0.3550,-0.0255,0.0495,0.9671,0.969
0.3560,-0.0202,0.0510,0.9715,0.973
0.3600,-0.0172,0.0525,0.9788,0.980
0.3640,-0.0123,0.0539,0.9842,0.986
0.3820,-0.0089,0.0471,0.9803,0.981
0.3850,-0.0114,0.0510,0.9798,0.981
0.3860,-0.0070,0.0432,0.9871,0.988
0.3870,-0.0148,0.0456,0.9847,0.986
0.3890,-0.0065,0.0437,0.9827,0.984
0.3900,-0.0070,0.0402,0.9827,0.984
0.3950,-0.0104,0.0412,0.9842,0.985
0.3980,-0.0148,0.0446,0.9837,0.985
0.4130,-0.0153,0.0471,0.9852,0.986
0.4150,-0.0187,0.0490,0.9739,0.975
0.4160,-0.0280,0.0505,0.9749,0.977
0.4160,-0.0280,0.0500,0.9690,0.971
0.4470,-0.0294,0.0495,0.9729,0.975
0.4620,-0.0348,0.0495,0.9593,0.961
0.4630,-0.0392,0.0569,0.9539,0.956
0.4630,-0.0412,0.0573,0.9568,0.959
0.4640,-0.0451,0.0554,0.9529,0.956
0.4640,-0.0905,0.0510,0.9720,0.978
0.4650,-0.1228,0.0564,0.9954,1.005
0.4650,-0.1179,0.0632,1.0199,1.029
0.4660,-0.0959,0.0666,1.0487,1.055
0.4660,-0.0568,0.0686,1.0565,1.060
0.4670,-0.0192,0.0534,1.0536,1.055
0.4680,-0.0016,0.0500,1.0404,1.042
0.4730,0.0062,0.0393,1.0272,1.028
0.4760,0.0053,0.0329,1.0018,1.002
0.4880,-0.0055,0.0305,1.0057,1.006
0.4890,-0.0133,0.0266,0.9974,0.998
0.4890,-0.0143,0.0231,0.9808,0.981
0.4940,-0.0260,0.0256,0.9827,0.983
0.4990,-0.0275,0.0329,0.9725,0.973
0.5030,-0.0329,0.0378,0.9681,0.969
0.5070,-0.0353,0.0427,0.9798,0.981
0.5110,-0.0358,0.0500,0.9686,0.971
0.5160,-0.0329,0.0412,0.9764,0.978
0.5200,-0.0304,0.0417,0.9896,0.991
0.5250,-0.0255,0.0412,1.0003,1.001
0.5290,-0.0158,0.0373,1.0037,1.005
0.5390,-0.0011,0.0256,1.0047,1.005
0.5400,0.0018,0.0310,1.0062,1.007
0.5420,0.0092,0.0339,0.9949,0.996
0.5470,0.0116,0.0319,0.9773,0.978
0.5540,0.0224,0.0280,0.9749,0.976
0.5550,0.0204,0.0310,0.9627,0.963
0.5610,0.0184,0.0383,0.9598,0.961
0.5700,0.0101,0.0417,0.9485,0.949
0.5710,-0.0040,0.0451,0.9500,0.951
0.5730,-0.0241,0.0471,0.9461,0.948
0.5800,-0.0363,0.0525,0.9461,0.948
0.5810,-0.0441,0.0617,0.9539,0.957
0.5860,-0.0495,0.0676,0.9475,0.951
0.5900,-0.0456,0.0661,0.9431,0.947
0.5950,-0.0461,0.0661,0.9417,0.945
0.6050,-0.0329,0.0632,0.9309,0.934
0.6060,-0.0314,0.0671,0.9319,0.935
0.6070,-0.0226,0.0622,0.9353,0.938
0.6160,-0.0211,0.0637,0.9280,0.930
0.6180,-0.0236,0.0583,0.9363,0.938
0.6210,-0.0250,0.0539,0.9329,0.935
0.6250,-0.0309,0.0525,0.9471,0.949
0.6400,-0.0255,0.0593,0.9446,0.947
0.6440,-0.0216,0.0544,0.9583,0.960
0.6440,-0.0079,0.0544,0.9661,0.968
0.6450,-0.0011,0.0564,0.9803,0.982
0.6830,0.0013,0.0471,0.9705,0.972
0.6840,-0.0026,0.0510,0.9759,0.977
0.6860,-0.0001,0.0525,0.9798,0.981
0.6870,0.0004,0.0544,0.9788,0.980
0.6880,-0.0035,0.0500,0.9842,0.985
0.6890,-0.0026,0.0481,0.9769,0.978
0.6920,0.0018,0.0417,0.9808,0.982
0.6930,-0.0065,0.0300,0.9837,0.984
0.6940,-0.0123,0.0344,0.9930,0.994
0.6950,-0.0153,0.0388,0.9861,0.987
0.6950,-0.0133,0.0383,0.9886,0.989
0.6960,-0.0202,0.0393,0.9871,0.988
0.7040,-0.0172,0.0300,0.9964,0.997
0.7050,-0.0114,0.0222,0.9886,0.989
0.7080,-0.0104,0.0148,0.9759,0.976
0.7140,-0.0026,0.0163,0.9944,0.995
0.7170,0.0028,0.0163,0.9930,0.993
0.7210,0.0145,0.0168,0.9940,0.994
0.7270,0.0155,0.0114,0.9915,0.992
0.7300,0.0219,0.0144,0.9881,0.988
0.7350,0.0228,0.0207,0.9857,0.986
0.7380,0.0238,0.0163,0.9813,0.982
0.7440,0.0180,0.0271,0.9788,0.979
0.7480,0.0043,0.0222,0.9729,0.973
0.7520,-0.0079,0.0197,0.9769,0.977
0.7570,-0.0065,0.0168,0.9622,0.962
0.7710,-0.0133,0.0104,0.9642,0.964
0.7740,-0.0216,0.0139,0.9534,0.954
0.7750,-0.0246,0.0168,0.9412,0.942
0.7760,-0.0236,0.0163,0.9334,0.934
0.8050,-0.0187,0.0183,0.9324,0.933
0.8070,-0.0153,0.0173,0.9407,0.941
0.8070,-0.0035,0.0192,0.9363,0.937
0.8080,-0.0065,0.0227,0.9397,0.940
0.8090,-0.0099,0.0339,0.9549,0.956
0.8090,-0.0089,0.0373,0.9593,0.960
0.8100,-0.0133,0.0310,0.9817,0.982
0.8120,-0.0182,0.0319,1.0008,1.001
0.8130,-0.0211,0.0266,1.0120,1.013
0.8180,-0.0182,0.0222,1.0257,1.026
0.8220,-0.0153,0.0227,1.0321,1.032
0.8270,-0.0172,0.0104,1.0247,1.025
0.8310,-0.0172,0.0090,1.0287,1.029
0.8350,-0.0236,0.0070,1.0208,1.021
0.8400,-0.0231,0.0090,1.0203,1.021
0.8450,-0.0231,0.0026,1.0032,1.004
0.8490,-0.0167,0.0065,0.9832,0.983
0.8530,-0.0094,0.0139,0.9813,0.981
0.8570,-0.0060,0.0046,0.9720,0.972
0.8660,-0.0021,0.0183,0.9690,0.969
0.8670,-0.0050,0.0212,0.9612,0.961
0.8710,-0.0094,0.0178,0.9568,0.957
0.8830,-0.0075,0.0119,0.9607,0.961
0.8840,-0.0109,0.0046,0.9593,0.959
0.8850,-0.0031,-0.0008,0.9642,0.964
0.8880,0.0082,0.0021,0.9598,0.960
0.8930,0.0038,-0.0018,0.9764,0.976
0.8960,0.0067,0.0036,0.9769,0.977
0.9010,0.0106,0.0056,0.9861,0.986
0.9050,0.0355,0.0144,0.9900,0.991
0.9230,0.0370,0.0085,1.0096,1.010
0.9250,0.0184,0.0065,1.0189,1.019
0.9270,0.0101,0.0080,1.0262,1.026
0.9280,-0.0026,0.0051,1.0208,1.021
0.9280,-0.0109,0.0007,1.0203,1.020
0.9310,-0.0216,0.0046,1.0199,1.020
0.9350,-0.0324,0.0085,1.0135,1.014
0.9420,-0.0324,0.0144,1.0101,1.011
0.9440,-0.0250,0.0217,1.0081,1.009
0.9480,-0.0182,0.0139,0.9944,0.995
0.9530,-0.0109,0.0021,0.9925,0.993
0.9580,0.0038,-0.0062,1.0013,1.001
0.9620,0.0136,-0.0125,1.0003,1.000
0.9660,0.0248,-0.0140,0.9964,0.997
0.9700,0.0292,-0.0140,1.0047,1.005
0.9750,0.0219,-0.0184,1.0072,1.008
0.9790,0.0082,-0.0164,1.0057,1.006
0.9840,0.0072,-0.0189,0.9998,1.000
0.9970,0.0096,-0.0164,1.0096,1.010
0.9980,0.0072,-0.0150,1.0159,1.016
1.0000,-0.0011,-0.0086,1.0169,1.017
1.0020,-0.0035,-0.0081,1.0086,1.009
1.0270,-0.0040,-0.0052,0.9930,0.993
1.0310,-0.0075,-0.0067,0.9886,0.989
1.0320,-0.0118,-0.0071,0.9808,0.981
1.0330,-0.0148,-0.0013,0.9739,0.974
1.0330,-0.0118,-0.0008,0.9822,0.982
1.0360,-0.0104,0.0153,0.9715,0.972
1.0370,-0.0162,0.0207,0.9642,0.965
1.0370,-0.0280,0.0285,0.9549,0.956
1.0410,-0.0358,0.0295,0.9622,0.963
1.0450,-0.0338,0.0251,0.9558,0.957
1.0490,-0.0285,0.0178,0.9725,0.973
1.0570,-0.0162,0.0148,0.9842,0.984
1.0580,-0.0162,0.0090,0.9940,0.994
1.0620,-0.0172,0.0090,1.0096,1.010
1.0670,-0.0167,0.0036,1.0145,1.015
1.0720,-0.0143,0.0026,1.0243,1.024
1.0750,-0.0133,0.0060,1.0106,1.011
1.0790,-0.0167,0.0075,1.0199,1.020
1.0840,-0.0221,0.0060,1.0199,1.020
1.0900,-0.0309,0.0036,1.0072,1.008
1.0930,-0.0270,0.0065,1.0076,1.008
1.0970,-0.0216,0.0051,0.9964,0.997
1.1020,-0.0211,0.0090,0.9759,0.976
1.1130,-0.0211,0.0114,0.9627,0.963
1.1150,-0.0255,0.0153,0.9485,0.949
1.1150,-0.0294,0.0192,0.9304,0.931
1.1210,-0.0265,0.0222,0.9148,0.915
1.1420,-0.0289,0.0192,0.9011,0.902
1.1440,-0.0294,0.0202,0.9128,0.914
1.1440,-0.0402,0.0227,0.9172,0.918
1.1450,-0.0563,0.0275,0.9153,0.917
1.1460,-0.0661,0.0329,0.9172,0.920
1.1460,-0.0671,0.0359,0.9163,0.919
1.1540,-0.0661,0.0315,0.9339,0.937
1.1580,-0.0465,0.0266,0.9549,0.956
1.1590,-0.0285,0.0158,0.9822,0.983
1.1630,-0.0065,0.0031,0.9998,1.000
1.1670,0.0087,-0.0037,1.0081,1.008
1.1720,0.0228,-0.0091,1.0247,1.025
1.1750,0.0145,-0.0125,1.0418,1.042
1.1800,0.0111,-0.0081,1.0443,1.044
1.1850,-0.0045,-0.0067,1.0575,1.058
1.1890,-0.0167,-0.0027,1.0521,1.052
1.1930,-0.0153,-0.0067,1.0477,1.048
1.1970,-0.0065,0.0002,1.0497,1.050
1.2030,0.0013,-0.0018,1.0384,1.038
1.2070,0.0170,-0.0047,1.0282,1.028
1.2100,0.0243,-0.0032,1.0150,1.015
1.2160,0.0316,-0.0047,1.0101,1.011
1.2240,0.0272,0.0002,1.0106,1.011
1.2260,0.0199,-0.0027,0.9891,0.989
1.2280,0.0092,-0.0071,0.9822,0.982
1.2330,-0.0026,-0.0023,0.9861,0.986
1.2430,-0.0138,0.0046,0.9720,0.972
1.2440,-0.0270,0.0090,0.9612,0.962
1.2450,-0.0363,0.0129,0.9500,0.951
1.2650,-0.0377,0.0183,0.9422,0.943
1.2660,-0.0407,0.0202,0.9378,0.939
1.2670,-0.0382,0.0148,0.9231,0.924
1.2680,-0.0285,0.0158,0.9285,0.929
1.2680,-0.0363,0.0119,0.9358,0.937
1.2710,-0.0436,0.0192,0.9554,0.957
1.2760,-0.0519,0.0080,0.9578,0.959
1.2810,-0.0695,0.0109,0.9666,0.969
1.2870,-0.0573,0.0075,0.9881,0.990
1.2890,-0.0573,0.0085,0.9905,0.992
1.2930,-0.0402,0.0046,1.0042,1.005
1.3030,-0.0246,-0.0023,1.0135,1.014
1.3040,-0.0123,0.0046,1.0159,1.016
1.3070,-0.0123,0.0080,1.0032,1.003
1.3110,-0.0143,0.0016,0.9998,1.000
1.3150,-0.0133,0.0075,0.9920,0.992
1.3210,-0.0001,0.0134,0.9739,0.974
1.3240,0.0155,0.0046,0.9764,0.977
1.3280,0.0214,0.0046,0.9769,0.977
1.3340,0.0111,-0.0047,0.9803,0.980
1.3370,-0.0050,-0.0101,0.9813,0.981
1.3420,-0.0153,-0.0013,0.9769,0.977
1.3460,-0.0226,-0.0052,0.9778,0.978
1.3540,-0.0089,0.0007,0.9876,0.988
1.3570,0.0013,-0.0047,0.9813,0.981
1.3610,0.0009,-0.0057,0.9900,0.990
1.3630,-0.0035,-0.0023,0.9847,0.985
1.3730,-0.0123,-0.0013,0.9935,0.994
1.3740,-0.0324,0.0046,1.0013,1.002
1.3770,-0.0397,0.0100,1.0150,1.016
1.3820,-0.0451,0.0060,1.0223,1.023
1.3850,-0.0641,0.0046,1.0414,1.043
1.3890,-0.0436,0.0041,1.0379,1.039
1.3950,-0.0373,0.0031,1.0155,1.016
1.3990,-0.0402,-0.0027,1.0067,1.007
1.4030,-0.0363,-0.0037,1.0194,1.020
1.4070,-0.0304,-0.0047,0.9964,0.997
1.4130,-0.0246,-0.0032,0.9813,0.982
1.4160,-0.0040,-0.0071,0.9573,0.957
1.4210,-0.0055,-0.0101,0.9671,0.967
1.4250,0.0023,-0.0027,0.9632,0.963
1.4290,0.0116,-0.0071,0.9593,0.959
1.4360,0.0043,-0.0135,0.9646,0.965
1.4380,0.0013,-0.0159,0.9578,0.958
1.4430,-0.0094,-0.0115,0.9402,0.940
1.4500,-0.0202,-0.0145,0.9544,0.955
1.4520,-0.0143,0.0026,0.9485,0.949
1.4560,-0.0246,0.0041,0.9646,0.965
1.4600,-0.0177,0.0031,0.9519,0.952
1.4670,-0.0246,0.0080,0.9632,0.964
1.4700,-0.0285,-0.0032,0.9656,0.966
1.4730,-0.0172,-0.0013,0.9793,0.979
1.4820,-0.0236,-0.0013,0.9827,0.983
1.4830,-0.0143,0.0016,0.9925,0.993
1.4870,-0.0187,0.0021,0.9959,0.996
1.4930,-0.0221,0.0085,1.0164,1.017
1.5110,-0.0133,0.0129,1.0296,1.030
1.5120,-0.0216,0.0095,1.0350,1.035
1.5130,-0.0162,0.0134,1.0291,1.029
1.5140,-0.0265,0.0158,1.0247,1.025
1.5140,-0.0289,0.0090,1.0150,1.015
1.5220,-0.0231,0.0075,1.0306,1.031
1.5230,-0.0206,0.0036,1.0311,1.031
1.5250,-0.0123,0.0007,1.0345,1.035
1.5390,-0.0006,-0.0047,1.0247,1.025
1.5400,0.0155,-0.0013,1.0345,1.035
1.5410,0.0165,-0.0071,1.0257,1.026
1.5480,0.0160,-0.0047,1.0155,1.016
1.5500,0.0082,-0.0062,1.0096,1.010
1.5520,0.0150,-0.0076,0.9935,0.994
1.5550,0.0155,-0.0067,0.9798,0.980
1.5600,0.0238,-0.0081,0.9671,0.967
1.5650,0.0263,-0.0042,0.9661,0.966
1.5680,0.0170,-0.0067,0.9573,0.957
1.5730,0.0111,-0.0062,0.9602,0.960
1.5780,0.0268,-0.0023,0.9666,0.967
1.5820,0.0228,-0.0027,0.9563,0.957
